Dataset,Gene,Species,GO-term,Term,Definition,Ontology
Four,PRDM1,aipysurusLaevis,GO:0003700,DNA-binding transcription factor activity,"Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",MF
Four,PRDM1,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,PRDM1,aipysurusLaevis,GO:0003676,nucleic acid binding,Interacting selectively and non-covalently with any nucleic acid.,MF
Four,SMURF2,aipysurusLaevis,GO:0061630,ubiquitin protein ligase activity,"Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues.",MF
Four,SMURF2,aipysurusLaevis,GO:0004842,ubiquitin-protein transferase activity,"Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y --> Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages.",MF
Four,SMURF2,aipysurusLaevis,GO:0006511,ubiquitin-dependent protein catabolic process,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.",BP
Four,SMURF2,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,SMURF2,aipysurusLaevis,GO:0016607,nuclear speck,"A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy.",CC
Four,SMURF2,aipysurusLaevis,GO:0042802,identical protein binding,Interacting selectively and non-covalently with an identical protein or proteins.,MF
Four,SMURF2,aipysurusLaevis,GO:0000151,ubiquitin ligase complex,A protein complex that includes a ubiquitin-protein ligase and enables ubiquitin protein ligase activity. The complex also contains other proteins that may confer substrate specificity on the complex.,CC
Four,SMURF2,aipysurusLaevis,GO:0046332,SMAD binding,Interacting selectively and non-covalently with a SMAD signaling protein.,MF
Four,SMURF2,aipysurusLaevis,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,"Any process that stops, prevents, or reduces the frequency, rate or extent of any TGF-beta receptor signaling pathway.",BP
Four,SMURF2,aipysurusLaevis,GO:0030579,ubiquitin-dependent SMAD protein catabolic process,The chemical reactions and pathways resulting in the breakdown of SMAD signaling proteins by ubiquitination and targeting to the proteasome.,BP
Four,PPIG,aipysurusLaevis,GO:0005829,cytosol,"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.",CC
Four,PPIG,aipysurusLaevis,GO:0016607,nuclear speck,"A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy.",CC
Four,PPIG,aipysurusLaevis,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,Catalysis of the reaction: peptidyl-proline (omega=180) = peptidyl-proline (omega=0).,MF
Four,PPIG,aipysurusLaevis,GO:0016018,cyclosporin A binding,"Interacting selectively and non-covalently with cyclosporin A, a cyclic undecapeptide that contains several N-methylated and unusual amino acids.",MF
Four,PPIG,aipysurusLaevis,GO:0000413,protein peptidyl-prolyl isomerization,The modification of a protein by cis-trans isomerization of a proline residue.,BP
Four,PPIG,aipysurusLaevis,GO:0006457,protein folding,The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.,BP
Four,GSN,aipysurusLaevis,GO:0071346,cellular response to interferon-gamma,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon gamma is the only member of the type II interferon found so far.",BP
Four,GSN,aipysurusLaevis,GO:0030041,actin filament polymerization,Assembly of actin filaments by the addition of actin monomers to a filament.,BP
Four,GSN,aipysurusLaevis,GO:0045335,phagocytic vesicle,A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis.,CC
Four,GSN,aipysurusLaevis,GO:0030027,lamellipodium,A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments.,CC
Four,GSN,aipysurusLaevis,GO:0005925,focal adhesion,A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ).,CC
Four,GSN,aipysurusLaevis,GO:0006911,"phagocytosis, engulfment","The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis.",BP
Four,GSN,aipysurusLaevis,GO:0016192,vesicle-mediated transport,"A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.",BP
Four,GSN,aipysurusLaevis,GO:0055119,relaxation of cardiac muscle,The process in which the extent of cardiac muscle contraction is reduced.,BP
Four,GSN,aipysurusLaevis,GO:0051014,actin filament severing,The process in which an actin filament is broken down into smaller filaments.,BP
Four,GSN,aipysurusLaevis,GO:0051693,actin filament capping,"The binding of a protein or protein complex to the end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits.",BP
Four,GSN,aipysurusLaevis,GO:0035994,response to muscle stretch,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a myofibril being extended beyond its slack length.",BP
Four,GSN,aipysurusLaevis,GO:0030036,actin cytoskeleton organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins.",BP
Four,GSN,aipysurusLaevis,GO:0045010,actin nucleation,"The initial step in the formation of an actin filament, in which actin monomers combine to form a new filament. Nucleation is slow relative to the subsequent addition of more monomers to extend the filament.",BP
Four,GSN,aipysurusLaevis,GO:0051016,barbed-end actin filament capping,"The binding of a protein or protein complex to the barbed (or plus) end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits.",BP
Four,GSN,aipysurusLaevis,GO:0051015,actin filament binding,"Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits.",MF
Four,GSN,aipysurusLaevis,GO:0005509,calcium ion binding,Interacting selectively and non-covalently with calcium ions (Ca2+).,MF
Four,GSN,aipysurusLaevis,GO:0086003,cardiac muscle cell contraction,The actin filament-based process in which cytoplasmic actin filaments slide past one another resulting in contraction of a cardiac muscle cell.,BP
